"objectname","id","rating","numplays","weight","own","fortrade","want","wanttobuy","wanttoplay","prevowned","preordered","wishlist","wishlistpriority","wishlistcomment","comment","conditiontext","haspartslist","wantpartslist","collid","baverage","average","avgweight","rank","numowned","objecttype","originalname","minplayers","maxplayers","playingtime","maxplaytime","minplaytime","yearpublished","bggrecplayers","bggbestplayers","bggrecagerange","bgglanguagedependence","publisherid","imageid","year","language","other","itemtype","barcode","pricepaid","pp_currency","currvalue","cv_currency","acquisitiondate","acquiredfrom","quantity","privatecomment","invlocation","invdate","version_publishers","version_languages","version_yearpublished","version_nickname","BG","BH","BI","BJ","BK","BL","BM","BN","BO","BP","BQ","BR","BS","BT","BU","BV","BW","BX","BY","BZ","CA","CB","CC","CD","CE","CF"
"Taboo Junior","8998","0","0","0","1","0","0","0","0","0","0","0","3","","","","","","110654779","5.4914","5.33552","1","23538","386","thing","Taboo Junior","4","0","30","30","30","2001","","","6–12","Moderate in-game text - needs crib sheet or paste ups","","","","","","standalone","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Taco Cat Goat Cheese Pizza","253664","0","0","0","1","0","0","0","0","0","0","0","3","","","","","","110493513","6.19419","6.59343","1.0142","2039","15929","thing","Taco Cat Goat Cheese Pizza","2","8","30","30","10","2018","3","4","5","6","7","8","4","5","6","6+","No necessary in-game text","","","","","","standalone","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Take 5!","153","0","0","0","1","0","0","0","0","0","0","0","3","","","","","","110492184","6.05598","6.55267","1.4615","2618","4987","thing","Take 5!","2","6","60","60","60","1998","3","4","5","6","5","8+","No necessary in-game text","","","","","","standalone","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Take it Easy!","128","0","0","0","1","0","0","0","0","0","0","0","3","","","","","","110661856","6.15228","6.61017","1.4798","2204","4641","thing","Take it Easy!","1","8","20","20","20","2005","1","2","3","4","5","6","7","8","2","3","4","5","6","7","8","8+","No necessary in-game text","","","","","","standalone","","","","","","","","","","","","Ravensburger","German","2005","Ravensburger Classics German edition","","","","","","","","","","","","",""
"Take It to the Limit!","25294","0","0","0","1","0","0","0","0","0","0","0","3","","","","","","110595665","5.71805","6.81549","2.0488","5414","470","thing","Take It to the Limit!","1","6","45","45","45","2006","3","4","5","6","6","10+","No necessary in-game text","","","","","","standalone","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Tales of Glory","246816","0","0","0","1","0","0","0","0","0","0","0","3","","","","","","110595677","6.01889","7.19626","1.9231","2789","1680","thing","Tales of Glory","2","5","45","45","30","2018","2","3","4","5","3","8+","No necessary in-game text","","","","","","standalone","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Targi","118048","0","0","0","1","0","0","0","0","0","0","0","3","","","","","","110745594","7.42486","7.61401","2.3372","149","38240","thing","Targi","2","2","60","60","60","2012","2","2","10+","Moderate in-game text - needs crib sheet or paste ups","","","","","","standalone","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Tavern's Tales","199689","0","0","0","1","0","0","0","0","0","0","0","3","","","","","","112788835","5.50496","5.75263","2","20924","210","thing","Tavern's Tales","2","4","60","60","30","2016","2","3","2","3","","Moderate in-game text - needs crib sheet or paste ups","","","","","","standalone","","","","","","","","","","","","Tailor Games","English","2016","English edition","","","","","","","","","","","","","","","","","","","","","","","",""
"Team Work Original","14042","0","0","0","1","0","0","0","0","0","0","0","3","","","","","","116131368","5.58394","6.14497","1.3043","9263","918","thing","Team Work Original","4","16","20","20","20","2004","5","6","7","8","9","10","11","12","13","14","15","16","7","8","9","10","8+","Unplayable in another language","","","","","","standalone","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"TEAM3 PINK","247694","0","0","0","1","0","0","0","0","0","0","0","3","","","","","","110489417","5.93288","6.89889","1.0714","3302","1750","thing","TEAM3 PINK","3","6","30","30","30","2019","3","4","5","6","3","6","8","No necessary in-game text","","","","","","standalone","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Tempel des Schreckens","206915","0","0","0","1","0","0","0","0","0","0","0","3","","","","","","112243443","6.4327","7.19417","1.1493","1370","4980","thing","Tempel des Schreckens","3","10","15","15","15","2016","4","5","6","7","8","9","10","6","7","8+","No necessary in-game text","","","","","","standalone","","","","","","","","","","","","Schmidt Spiele","German","2016","German edition","","","","","","","","","","","","","","","","","","",""
"TEN","335609","0","0","0","1","0","0","0","0","0","0","0","3","","","","","","110493637","6.38746","7.05944","1.4688","1471","5942","thing","TEN","1","5","30","30","15","2021","2","3","4","5","4","10+","No necessary in-game text","","","","","","standalone","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Terra","153507","0","0","0","1","0","0","0","0","0","0","0","3","","","","","","110489567","6.17384","6.79941","1.4923","2117","3263","thing","Terra","2","6","45","45","45","2014","2","3","4","5","6","4","10+","Extensive use of text - massive conversion needed to be playable","","","","","","standalone","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Terra Mystica","120677","0","0","0","1","0","0","0","0","0","0","0","3","","","","","","110495884","7.8974","8.06206","3.9727","28","52061","thing","Terra Mystica","2","5","150","150","60","2012","2","3","4","5","4","12+","No necessary in-game text","","","","","","standalone","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Terraforming Mars","167791","0","0","0","1","0","0","0","0","0","0","0","3","","","","","","110685400","8.21369","8.36009","3.2603","7","137517","thing","Terraforming Mars","1","5","120","120","120","2016","1","2","3","4","3","12+","Extensive use of text - massive conversion needed to be playable","","","","","","standalone","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"That's Not a Hat","375651","0","0","0","1","0","0","0","0","0","0","0","3","","","","","","110656592","6.37447","7.14675","1.0189","1500","5556","thing","That's Not a Hat","3","8","15","15","15","2023","4","5","6","7","8","5","8+","No necessary in-game text","","","","","","standalone","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"That's Pretty Clever!","244522","0","0","0","1","0","0","0","0","0","0","0","3","","","","","","110655288","7.38231","7.57301","1.8676","177","39506","thing","That's Pretty Clever!","1","4","30","30","30","2018","1","2","3","4","2","8+","No necessary in-game text","","","","","","standalone","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Therapy","4355","0","0","0","1","0","0","0","0","0","0","0","3","","","","","","113419864","5.44518","5.35436","1.4107","25917","1735","thing","Therapy","3","6","90","90","90","1994","3","4","5","6","4","5","12+","Extensive use of text - massive conversion needed to be playable","","","","","","standalone","","","","","","","","","","","","Hasbro Milton Bradley","German","1994","German edition 1994","","","","","","","","","","","","","","","","","","","","","",""
"Through the Ages: A Story of Civilization","25613","0","0","0","1","0","0","0","0","0","0","0","3","","","","","","110745565","7.59404","7.84457","4.1764","86","18146","thing","Through the Ages: A Story of Civilization","2","4","120","120","120","2006","2","3","4","3","14+","Extensive use of text - massive conversion needed to be playable","","","","","","standalone","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Thurn and Taxis","21790","0","0","0","1","0","0","0","0","0","0","0","3","","","","","","110586994","6.91921","7.09144","2.2585","557","22960","thing","Thurn and Taxis","2","4","60","60","60","2006","2","3","4","3","4","10+","No necessary in-game text","","","","","","standalone","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Tichu","215","0","0","0","1","0","0","0","0","0","0","0","3","","","","","","110488399","7.29315","7.57843","2.3406","225","24527","thing","Tichu","4","4","60","60","60","1991","4","4","12+","No necessary in-game text","","","","","","standalone","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Ticket to Ride: Amsterdam","309113","0","0","0","1","0","0","0","0","0","0","0","3","","","","","","111555638","6.0669","6.96131","1.5185","2570","4696","thing","Ticket to Ride: Amsterdam","2","4","15","15","10","2020","2","3","4","4","6+","No necessary in-game text","","","","","","standalone","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Ticket to Ride: Europe","14996","0","0","0","1","0","0","0","0","0","0","0","3","","","","","","110495149","7.40442","7.52905","1.9179","159","117988","thing","Ticket to Ride: Europe","2","5","60","60","30","2005","2","3","4","5","4","8+","No necessary in-game text","","","","","","standalone","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Ticket to Ride: New York","253284","0","0","0","1","0","0","0","0","0","0","0","3","","","","","","110656786","6.55352","6.91232","1.2566","1106","15637","thing","Ticket to Ride: New York","2","4","15","15","10","2021","2","3","4","2","3","6+","No necessary in-game text","","","","","","standalone","","","","","","","","","","","","Days of Wonder","Dutch","2021","Dutch edition 2021","","","","","","","","","","","","","","","","","","","","","","",""
"Tikal","54","0","0","0","1","0","0","0","0","0","0","0","3","","","","","","110496033","7.12636","7.32749","2.7806","338","27219","thing","Tikal","2","4","90","90","90","1999","2","3","4","4","10+","No necessary in-game text","","","","","","standalone","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Time Arena","229599","0","0","0","1","0","0","0","0","0","0","0","3","","","","","","111377003","5.62077","6.69549","2.1","7580","552","thing","Time Arena","2","4","10","10","3","2017","2","2","10+","No necessary in-game text","","","","","","standalone","","","","","","","","","","","","BLAM !","English French","2017","English/French edition","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Time's Up! Edición Amarilla","38713","0","0","0","1","0","0","0","0","0","0","0","3","","","","","","110494036","6.35848","7.53643","1.0816","1536","3331","thing","Time's Up! Edición Amarilla","4","12","30","30","30","2008","4","6","7","8","9","10","12","6","8","12+","Some necessary text - easily memorized or small crib sheet","","","","","","standalone","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Timeline: Events","113401","0","0","0","1","0","0","0","0","0","0","0","3","","","","","","110656472","6.37675","6.77199","1.0884","1495","9905","thing","Timeline: Events","2","8","15","15","15","2011","2","3","4","5","6","7","8","4","8+","Moderate in-game text - needs crib sheet or paste ups","","","","","","standalone","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Timeline: Inventions","85256","0","0","0","1","0","0","0","0","0","0","0","3","","","","","","110656482","6.42967","6.69349","1.0938","1379","15093","thing","Timeline: Inventions","2","8","15","15","15","2010","2","3","4","5","6","7","8","4","8+","Moderate in-game text - needs crib sheet or paste ups","","","","","","standalone","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
